txn_id,ts_utc,user_id,amount_vnd,merchant_id,merchant_cat,channel,device_id,device_os,is_new_device,ip_country,province,account_age_days,txn_count_24h,amount_avg_30d,status
TXN-2019209,2024-07-16 09:43:48,U396568,7567000,M024045,ECOM,p2p,,,,VN,An Giang,1500,8,7183403,completed
TXN-2012898,2024-07-16 10:23:26,U539521,75000,M009704,bill_payment,topup,,,,VN,Hồ Chí Minh,722,5,41326,completed
TXN-2012504,2024-07-16 10:43:49,U325752,15973000,M017142,e_commerce,p2p,,,,VN,Hồ Chí Minh,956,4,21667394,completed
TXN-2003473,2024-07-16 10:51:52,U784309,1464000,M029744,Telco,ecom,,,,VN,Thanh Hóa,2137,5,1763318,completed
TXN-2016376,2024-07-16 11:14:14,U714814,1644000,M017753,grocery,bill,,,,VN,Đà Nẵng,390,3,1303784,completed
TXN-2008658,2024-07-16 11:15:13,U166786,135000,M012694,fnb,qr,,,,VN,Hà Nội,1249,1,192776,completed
TXN-2014282,2024-07-16 11:18:37,U276772,7326000,M004973,FOOD_BEV,p2p,,,,VN,Bình Dương,2213,5,6164631,completed
TXN-2004264,2024-07-16 11:40:34,U960542,158000,M023204,FOOD_BEV,qr,,,,VN,Hồ Chí Minh,2354,5,290944,completed
TXN-2016679,2024-07-16 12:31:39,U500936,55000,M025698,GROCERY,topup,,,,VN,Hải Phòng,1174,3,81802,completed
TXN-2024403,2024-07-16 12:48:30,U709499,183000,M006088,F&B,topup,,,,VN,Hồ Chí Minh,987,6,147461,completed
TXN-2018993,2024-07-16 13:17:30,U466773,487000,M015681,GROCERY,topup,,,,VN,Đồng Nai,214,5,471227,completed
TXN-2018448,2024-07-16 14:39:23,U261474,4759000,M002497,ride_hailing,p2p,,,,VN,Khánh Hòa,2260,3,4486718,completed
TXN-2016278,2024-07-16 14:46:44,U528362,208000,M013581,EDU,p2p,,,,VN,Lâm Đồng,2029,2,171772,completed
TXN-2001805,2024-07-16 17:16:03,U716567,1579000,M023362,UTIL,p2p,,,,VN,Bình Dương,206,8,1219237,completed
TXN-2006250,2024-07-16 17:57:34,U222852,89000,M027399,transport,qr,,,,VN,Hồ Chí Minh,1117,8,93297,completed
TXN-2017344,2024-07-17 00:05:35,U128439,94000,M008361,Education,p2p,,,,VN,Hồ Chí Minh,2200,4,148250,completed
TXN-2005166,2024-07-17 01:26:16,U181963,340000,M025049,Transport,p2p,,,,VN,Bình Dương,228,1,242437,completed
TXN-2004468,2024-07-17 01:57:10,U939694,48000,M010437,ride_hailing,qr,,,,VN,Hồ Chí Minh,1450,1,47249,completed
TXN-2023630,2024-07-17 03:13:38,U129123,2908000,M024763,TRANSPORT,p2p,,,,VN,Nghệ An,950,3,3695635,completed
TXN-2013042,2024-07-17 04:49:17,U889306,10000,M003081,food_bev,qr,,,,VN,Hồ Chí Minh,1595,1,15324,completed
TXN-2005696,2024-07-17 05:12:40,U201045,5236000,M007653,ecommerce,ecom,,,,VN,Khánh Hòa,1718,8,9452174,completed
TXN-2017379,2024-07-17 06:50:22,U454613,3009000,M022791,utilities,p2p,,,,VN,Lâm Đồng,376,1,5578194,completed
TXN-2008435,2024-07-17 10:10:03,U631474,1654000,M010412,FOOD_BEV,p2p,,,,VN,Hồ Chí Minh,1579,6,2875154,completed
TXN-2010452,2024-07-17 10:28:53,U374958,132000,M023621,groceries,topup,,,,VN,Hồ Chí Minh,1618,4,191087,completed
TXN-2000039,2024-07-17 10:49:46,U190032,1215000,M010163,ride_hailing,qr,,,,VN,Hồ Chí Minh,368,2,816631,completed
TXN-2018017,2024-07-17 11:55:56,U954484,103000,M008120,,qr,,,,VN,An Giang,1168,5,186546,completed
TXN-2019026,2024-07-17 13:05:44,U216953,287000,M019426,,qr,,,,VN,Nghệ An,90,2,434596,completed
TXN-2000320,2024-07-17 13:07:43,U342399,225000,M020404,bill_payment,qr,,,,VN,Hồ Chí Minh,1204,7,153465,completed
TXN-2000477,2024-07-17 14:43:12,U786096,22891000,M015254,TELCO,qr,,,,VN,Hồ Chí Minh,2354,36,6628837,completed
TXN-2010267,2024-07-17 14:54:41,U704317,1770000,M014395,food and beverage,p2p,,,,VN,Hà Nội,1122,3,2699756,completed
TXN-2008842,2024-07-17 15:07:51,U503277,1399000,M020591,grocery,ecom,,,,VN,Hà Nội,26,5,1958064,completed
TXN-2010020,2024-07-17 15:25:04,U852577,167000,M026413,fnb,ecom,,,,VN,Bình Dương,2172,4,291872,completed
TXN-2000529,2024-07-17 16:22:43,U548452,274000,M029041,health,topup,,,,VN,Hải Phòng,1831,3,277879,completed
TXN-2008633,2024-07-17 21:10:50,U786053,24000,M019609,entertainment,topup,,,,VN,Hải Phòng,1031,3,29957,completed
TXN-2003325,2024-07-18 00:18:38,U958279,743000,M009570,Grocery,bill,,,,VN,Hồ Chí Minh,2045,7,886570,completed
TXN-2011067,2024-07-18 01:17:37,U611755,3220000,M013272,e_commerce,p2p,,,,VN,Hải Phòng,697,4,3714717,completed
TXN-2020936,2024-07-18 01:40:00,U824948,131000,M026286,food_bev,qr,,,,VN,Lâm Đồng,1461,2,182142,completed
TXN-2024892,2024-07-18 02:30:30,U830139,529000,M006712,,qr,,,,VN,Lâm Đồng,1862,4,765218,completed
TXN-2023598,2024-07-18 03:16:26,U490441,1822000,M029895,E-Commerce,p2p,,,,VN,Hồ Chí Minh,67,6,3460592,completed
TXN-2012368,2024-07-18 03:24:00,U418367,531000,M002401,Food & Beverage,ecom,,,,VN,Hà Nội,24,4,975690,completed
TXN-2022290,2024-07-18 03:49:09,U379239,35000,M011521,entertainment,topup,,,,VN,Lâm Đồng,756,3,36708,completed
TXN-2002004,2024-07-18 03:50:00,U639728,116000,M021784,GROCERY,topup,,,,VN,Hồ Chí Minh,1048,6,174203,completed
TXN-2018894,2024-07-18 03:51:27,U651106,145365000,M005296,bill_payment,p2p,,,,VN,Bình Dương,2066,1,96248588,completed
TXN-2013067,2024-07-18 04:02:24,U178571,969000,M002287,ecommerce,qr,,,,VN,Hồ Chí Minh,106,5,722817,completed
TXN-2004593,2024-07-18 04:12:44,U727168,6188000,M025088,Education,ecom,,,,VN,Hồ Chí Minh,44,3,9297443,completed
TXN-2018160,2024-07-18 06:04:25,U255575,621000,M006574,transport,bill,,,,VN,Hồ Chí Minh,1272,5,595130,completed
TXN-2007107,2024-07-18 06:14:42,U471163,337000,M002825,Transport,topup,,,,VN,Hồ Chí Minh,1874,6,559084,completed
TXN-2020015,2024-07-18 06:18:00,U963518,323000,M010072,Transport,qr,,,,VN,Hồ Chí Minh,987,1,491873,completed
TXN-2006023,2024-07-18 06:45:19,U490441,102000,M017752,TELCO,p2p,,,,VN,Hồ Chí Minh,1094,6,73978,completed
TXN-2014151,2024-07-18 07:17:14,U348009,413000,M000894,TELCO,ecom,,,,VN,Đồng Nai,274,2,743937,completed
TXN-2012374,2024-07-18 07:47:20,U335704,483000,M025966,education,qr,,,,VN,Hồ Chí Minh,5,7,757373,completed
TXN-2022152,2024-07-18 07:52:58,U830139,90000,M014639,ride_hailing,qr,,,,VN,Đồng Nai,225,4,75933,completed
TXN-2017331,2024-07-18 08:01:46,U644424,4032000,M014131,FOOD_BEV,bill,,,,VN,Hải Phòng,437,5,4676138,completed
TXN-2004103,2024-07-18 09:21:38,U933021,442000,M025293,groceries,topup,,,,VN,Hà Nội,1191,7,662152,declined
TXN-2017716,2024-07-18 09:26:53,U952382,2650000,M013763,GROCERY,p2p,,,,VN,Hải Phòng,441,8,2716304,completed
TXN-2004157,2024-07-18 09:59:28,U208931,2982000,M017129,Utilities,bill,,,,VN,Hà Nội,306,4,3137976,completed
TXN-2008312,2024-07-18 10:06:57,U225901,186000,M029925,mobile_topup,topup,,,,VN,Hồ Chí Minh,745,4,310611,completed
TXN-2020593,2024-07-18 10:22:51,U761617,105000,M027477,Travel,topup,,,,VN,Đồng Nai,1029,1,136870,completed
TXN-2002512,2024-07-18 10:26:11,U325892,5643000,M028777,ecommerce,p2p,,,,VN,Hồ Chí Minh,1590,1,5381918,completed
TXN-2022573,2024-07-18 10:42:54,U885033,10000,M023991,,qr,,,,VN,Hà Nội,1078,1,15000,completed
TXN-2011967,2024-07-18 11:16:28,U765120,260000,M005998,E Commerce,topup,,,,VN,Thanh Hóa,1622,7,192512,completed
TXN-2024370,2024-07-18 11:37:22,U525914,367000,M029302,Food & Beverage,qr,,,,VN,Hà Nội,1603,7,514216,completed
TXN-2019263,2024-07-18 12:34:13,U948993,92000,M016609,Grocery,qr,,,,VN,Hồ Chí Minh,1066,1,164867,completed
TXN-2007099,2024-07-18 12:35:00,U411548,617000,M021325,Food & Beverage,ecom,,,,VN,Hồ Chí Minh,1074,5,1055218,completed
TXN-2006838,2024-07-18 12:49:06,U476388,3128000,M011246,entertainment,p2p,,,,VN,Hồ Chí Minh,1602,2,1799709,completed
TXN-2001196,2024-07-18 13:10:24,U374058,1555000,M015458,Food & Beverage,p2p,,,,VN,Hồ Chí Minh,2360,1,1977204,completed
TXN-2000380,2024-07-18 14:02:34,U721290,176000,M011507,E Commerce,topup,,,,VN,Thanh Hóa,1557,2,316846,completed
TXN-2006496,2024-07-18 14:35:10,U327010,81000,M026835,F&B,qr,,,,VN,Hà Nội,2023,2,153111,completed
TXN-2014538,2024-07-18 14:39:10,U417842,210000,M022262,,qr,,,,VN,Hồ Chí Minh,2185,7,182457,completed
TXN-2016434,2024-07-18 14:47:35,U776184,1628000,M004763,ride_hailing,ecom,,,,VN,An Giang,1448,7,1871344,completed
TXN-2022874,2024-07-18 15:50:12,U827444,58000,M026956,FOOD_BEV,bill,,,,VN,Khánh Hòa,218,5,47439,completed
TXN-2023131,2024-07-18 17:57:06,U798181,268000,M013216,ecommerce,qr,,,,VN,Hải Phòng,2392,5,218985,completed
TXN-2000979,2024-07-18 18:16:48,U460961,16536000,M015651,e_commerce,ecom,,,,VN,Hồ Chí Minh,295,8,28678619,completed
TXN-2000751,2024-07-18 23:51:47,U295604,1343000,M009023,transport,qr,,,,VN,Đà Nẵng,1768,1,2464520,completed
TXN-2019788,2024-07-19 00:06:56,U361047,10000,M010765,GROCERY,qr,,,,VN,Lâm Đồng,2266,5,15000,completed
TXN-2017779,2024-07-19 01:36:27,U618841,553000,M013360,GROCERY,bill,,,,VN,Bình Dương,1290,6,511213,completed
TXN-2024568,2024-07-19 02:18:01,U656331,200000,M023576,TRAVEL,qr,,,,VN,An Giang,1814,3,290397,completed
TXN-2021343,2024-07-19 03:29:34,U878950,87000,M017697,transport,topup,,,,VN,Nghệ An,903,7,117111,completed
TXN-2012705,2024-07-19 03:32:36,U467875,263000,M000471,food_bev,qr,,,,VN,Hồ Chí Minh,2397,6,310745,completed
TXN-2011920,2024-07-19 04:46:08,U644525,9123000,M012967,telco,bill,,,,VN,Đà Nẵng,2197,3,14445462,completed
TXN-2011140,2024-07-19 04:51:01,U790483,13188000,M003561,TRANSPORT,p2p,,,,SG,Bình Dương,871,3,12043815,completed
TXN-2024822,2024-07-19 05:52:45,U385308,1317000,M024185,fnb,bill,,,,VN,Đà Nẵng,1354,8,1855959,completed
TXN-2002430,2024-07-19 06:22:22,U347841,176000,M002158,Transport,qr,,,,VN,Cần Thơ,1910,8,286702,completed
TXN-2007050,2024-07-19 06:41:25,U478884,1657000,M013158,grocery,ecom,,,,VN,Hải Phòng,1563,7,3024186,completed
TXN-2020613,2024-07-19 08:21:05,U800444,701000,M004139,Telco,qr,,,,VN,Hồ Chí Minh,1601,1,1009852,completed
TXN-2007469,2024-07-19 08:25:12,U410261,4216000,M013612,transport,p2p,,,,VN,Hà Nội,2002,1,7082143,completed
TXN-2006922,2024-07-19 08:27:45,U776416,136000,M006685,HEALTH,qr,,,,VN,Hà Nội,951,8,220694,completed
TXN-2005998,2024-07-19 10:02:23,U667259,970000,M006023,grocery,p2p,,,,VN,Hải Phòng,1169,8,891668,completed
TXN-2002734,2024-07-19 11:11:41,U724076,58000,M011665,GROCERY,qr,,,,KH,Hồ Chí Minh,2212,2,56286,completed
TXN-2008644,2024-07-19 12:28:43,U746992,515000,M012438,Transport,bill,,,,VN,Hồ Chí Minh,1607,7,883386,completed
TXN-2001917,2024-07-19 13:02:43,U971669,1010000,M019443,TELCO,p2p,,,,VN,Hồ Chí Minh,1150,8,1828966,completed
TXN-2013291,2024-07-19 13:47:51,U222852,538000,M012559,groceries,bill,,,,VN,Hồ Chí Minh,310,5,430922,completed
TXN-2001500,2024-07-19 23:27:47,U956164,952000,M002367,,qr,,,,VN,Hà Nội,1269,7,684379,completed
TXN-2019377,2024-07-19 23:37:21,U994989,1240000,M011303,F&B,qr,,,,VN,Hồ Chí Minh,429,2,2215235,completed
TXN-2005069,2024-07-20 00:12:01,U272575,397000,M022596,E Commerce,qr,,,,VN,Hồ Chí Minh,363,6,555073,completed
TXN-2011441,2024-07-20 01:24:05,U479062,2620000,M002554,TELCO,qr,,,,VN,An Giang,1318,2,3544429,completed
TXN-2023162,2024-07-20 02:31:21,U668271,1154000,M028310,health,qr,,,,VN,Hồ Chí Minh,1721,5,1893149,declined
TXN-2005268,2024-07-20 02:32:22,U592284,3421000,M017008,fnb,bill,,,,VN,Nghệ An,1191,2,2064058,completed
TXN-2001987,2024-07-20 02:33:23,U255742,10000,M014455,transport,topup,,,,VN,Hồ Chí Minh,2288,8,15000,completed
TXN-2010857,2024-07-20 03:00:17,U404170,3912000,M004718,food_bev,p2p,,,,VN,Thanh Hóa,372,6,5071208,completed
TXN-2000275,2024-07-20 03:42:03,U638129,476000,M024249,fnb,topup,,,,VN,Lâm Đồng,1631,3,266939,completed
TXN-2017511,2024-07-20 04:10:23,U748597,2342000,M010915,bill_payment,p2p,,,,VN,Hải Phòng,1155,4,3505963,completed
TXN-2024131,2024-07-20 05:19:32,U600760,552000,M014613,ride_hailing,qr,,,,VN,Hồ Chí Minh,1604,3,834807,completed
TXN-2021785,2024-07-20 06:10:17,U608863,1607000,M027116,F&B,p2p,,,,VN,Hồ Chí Minh,2238,7,1554722,completed
TXN-2011508,2024-07-20 06:21:04,U475016,172000,M004879,ECOM,topup,,,,VN,Hồ Chí Minh,2233,6,110314,completed
TXN-2023065,2024-07-20 06:56:19,U267405,59000,M027717,food_bev,p2p,,,,VN,Khánh Hòa,1994,2,54547,completed
TXN-2019084,2024-07-20 07:07:32,U860825,67000,M004262,EDU,topup,,,,VN,Hồ Chí Minh,2026,3,110874,completed
TXN-2017069,2024-07-20 07:09:22,U814300,265000,M018259,ECOM,qr,,,,VN,An Giang,167,1,307661,completed
TXN-2018172,2024-07-20 07:54:06,U914041,982000,M003878,TELCO,bill,,,,VN,Hà Nội,479,8,1230166,completed
TXN-2022891,2024-07-20 09:17:08,U375552,2416000,M002412,grocery,ecom,,,,VN,Nghệ An,135,8,2723026,completed
TXN-2013129,2024-07-20 10:06:23,U774369,1525000,M004237,Education,qr,,,,VN,Hải Phòng,1514,8,1156658,completed
TXN-2024739,2024-07-20 10:20:08,U775791,98000,M004345,FOOD_BEV,topup,,,,VN,Thanh Hóa,649,1,135628,completed
TXN-2003476,2024-07-20 11:03:13,U334322,1002000,M010441,groceries,qr,,,,VN,Hà Nội,1209,8,560824,completed
TXN-2003220,2024-07-20 11:09:56,U645974,7035000,M014457,transport,p2p,,,,VN,Hồ Chí Minh,2225,5,8621951,completed
TXN-2010735,2024-07-20 11:20:14,U603575,820000,M019737,utilities,p2p,,,,VN,Bình Dương,972,6,1164010,completed
TXN-2021533,2024-07-20 11:39:51,U807105,16193000,M025037,bill_payment,p2p,,,,VN,Đồng Nai,2198,1,30606800,completed
TXN-2018536,2024-07-20 11:45:20,U648571,52000,M019388,food_bev,qr,,,,VN,Hà Nội,1108,2,69263,completed
TXN-2024324,2024-07-20 13:37:57,U497713,8503000,M021487,transport,p2p,,,,VN,Hồ Chí Minh,761,7,8250237,completed
TXN-2011748,2024-07-20 14:12:53,U340257,1058000,M005397,TELCO,p2p,,,,VN,Nghệ An,1272,4,661702,completed
TXN-2001084,2024-07-20 15:36:46,U804280,386000,M003233,transport,p2p,,,,VN,Bình Dương,1947,3,418603,completed
TXN-2005309,2024-07-20 20:24:24,U891864,112000,M023370,GROCERY,qr,,,,VN,Hồ Chí Minh,2396,6,81870,completed
TXN-2022039,2024-07-20 23:40:27,U540137,4131000,M020297,,ecom,,,,VN,Hà Nội,765,6,7073250,completed
TXN-2022106,2024-07-21 00:32:26,U302997,854000,M017053,Telco,bill,,,,VN,Nghệ An,1923,7,709770,completed
TXN-2000929,2024-07-21 02:09:28,U827770,106000,M023017,,qr,,,,VN,Nghệ An,1930,6,108574,completed
TXN-2009642,2024-07-21 04:24:52,U288415,440000,M011431,E Commerce,qr,,,,VN,Bình Dương,1926,3,338701,completed
TXN-2016445,2024-07-21 04:39:05,U520257,3472000,M005929,ENT,p2p,,,,VN,Đồng Nai,1380,4,3440188,completed
TXN-2009557,2024-07-21 04:52:58,U343515,1246000,M010260,food_bev,p2p,,,,VN,Thanh Hóa,1759,7,732806,completed
TXN-2008980,2024-07-21 06:02:12,U516247,10863000,M006470,food and beverage,p2p,,,,VN,Hồ Chí Minh,1793,1,13962491,completed
TXN-2012153,2024-07-21 06:59:31,U120843,20000,M021869,TRAVEL,topup,,,,VN,Hồ Chí Minh,1142,8,15000,completed
TXN-2018908,2024-07-21 10:14:24,U603513,204000,M004717,food and beverage,bill,,,,VN,Hồ Chí Minh,1045,3,261052,completed
TXN-2010421,2024-07-21 10:17:20,U378483,3987000,M009955,ecommerce,p2p,,,,VN,Thanh Hóa,1414,6,5641569,completed
TXN-2024578,2024-07-21 10:20:59,U924373,117000,M004685,HEALTH,bill,,,,VN,Khánh Hòa,2337,5,110134,completed
TXN-2015330,2024-07-21 10:29:58,U501989,34000,M013640,telco,qr,,,,VN,Hà Nội,1875,2,52770,completed
TXN-2002603,2024-07-21 10:49:54,U429221,2474000,M029468,TRAVEL,bill,,,,VN,Hồ Chí Minh,247,5,3890155,completed
TXN-2000715,2024-07-21 11:06:05,U711818,5620000,M021643,Travel,p2p,,,,VN,Hồ Chí Minh,1364,2,6625626,completed
TXN-2000338,2024-07-21 11:32:54,U353879,3968000,M007658,,bill,,,,VN,Bình Dương,795,8,7143552,completed
TXN-2004337,2024-07-21 11:34:15,U255896,214000,M009039,FOOD_BEV,qr,,,,VN,Hồ Chí Minh,1232,8,405288,completed
TXN-2013696,2024-07-21 11:38:45,U952707,-927000,M009664,ENT,ecom,,,,VN,Hồ Chí Minh,433,7,1121760,reversed
TXN-2020984,2024-07-21 12:13:33,U396380,7972000,M013555,ecommerce,p2p,,,,VN,Khánh Hòa,737,3,7028150,completed
TXN-2000293,2024-07-21 12:31:49,U194195,39000,M027175,food and beverage,qr,,,,VN,Hà Nội,551,1,72252,completed
TXN-2015298,2024-07-21 13:15:09,U908476,941000,M028751,telco,ecom,,,,VN,Hà Nội,1954,4,1288081,completed
TXN-2008493,2024-07-21 14:19:05,U218771,396000,M015823,Food & Beverage,qr,,,,VN,Hải Phòng,550,8,313050,completed
TXN-2013467,2024-07-21 18:39:48,U682883,364000,M021877,,topup,,,,VN,Thanh Hóa,1282,2,610207,completed
TXN-2009544,2024-07-21 20:10:56,U660096,0,M024590,E Commerce,qr,,,,VN,Hồ Chí Minh,1119,4,15000,completed
TXN-2016224,2024-07-22 01:12:58,U964726,735000,M020136,,bill,,,,VN,Hải Phòng,1571,8,556085,completed
TXN-2022801,2024-07-22 03:03:53,U166170,84000,M004764,F&B,topup,,,,VN,Hồ Chí Minh,192,8,108260,completed
TXN-2024264,2024-07-22 03:22:33,U538031,558000,M002411,FOOD_BEV,qr,,,,VN,Thanh Hóa,1661,7,1049189,completed
TXN-2007507,2024-07-22 03:48:18,U986132,5846000,M006824,,ecom,,,,VN,Hà Nội,1996,3,10136228,completed
TXN-2012481,2024-07-22 04:02:07,U929314,206000,M008744,,qr,,,,VN,Hồ Chí Minh,1532,6,242206,completed
TXN-2019675,2024-07-22 04:58:52,U613162,284000,M003215,E-Commerce,topup,,,,VN,Hải Phòng,1083,8,412080,completed
TXN-2021085,2024-07-22 05:00:02,U461649,33000,M006797,F&B,qr,,,,VN,Hồ Chí Minh,1629,7,26819,completed
TXN-2008129,2024-07-22 05:55:26,U167021,146000,M007460,groceries,qr,,,,VN,Hà Nội,2170,6,270693,completed
TXN-2002216,2024-07-22 06:06:53,U447825,1662000,M014465,F&B,p2p,,,,VN,Cần Thơ,2001,7,2900635,completed
TXN-2023452,2024-07-22 07:35:49,U426194,30000,M002835,health,qr,,,,VN,Hà Nội,229,5,48925,completed
TXN-2022377,2024-07-22 08:53:10,U326549,211000,M003383,telco,qr,,,,VN,Cần Thơ,661,1,395345,completed
TXN-2020928,2024-07-22 09:24:27,U215440,224000,M029294,Health,qr,,,,VN,Nghệ An,530,1,275701,completed
TXN-2018011,2024-07-22 10:01:54,U986132,5279000,M001203,Grocery,ecom,,,,VN,Nghệ An,2055,2,6248213,completed
TXN-2012627,2024-07-22 10:56:01,U447333,220000,M004078,Telco,topup,,,,VN,Hồ Chí Minh,1917,2,221076,completed
TXN-2008191,2024-07-22 11:03:35,U406380,4406000,M009115,groceries,topup,,,,VN,Hà Nội,1389,3,2482103,completed
TXN-2024059,2024-07-22 12:05:50,U181963,14476000,M010759,E-Commerce,p2p,,,,VN,Khánh Hòa,728,3,11924992,completed
TXN-2000736,2024-07-22 12:23:15,U162187,3434000,M002435,Grocery,bill,,,,VN,Hà Nội,546,6,2847171,completed
TXN-2001380,2024-07-22 14:05:57,U999151,871000,M017118,,p2p,,,,VN,Bình Dương,483,8,752582,completed
TXN-2009688,2024-07-22 14:39:00,U802647,1084000,M010722,E Commerce,qr,,,,VN,Hà Nội,1814,4,1072169,completed
TXN-2015097,2024-07-22 22:01:43,U766260,557000,M001628,E Commerce,qr,,,,VN,Hà Nội,2032,5,331882,completed
TXN-2011551,2024-07-22 22:02:06,U530350,3309000,M027057,utilities,p2p,,,,VN,Hải Phòng,1752,1,3072594,completed
TXN-2022514,2024-07-23 01:46:57,U584208,554000,M029906,transport,bill,,,,VN,Hồ Chí Minh,655,2,645660,completed
TXN-2006909,2024-07-23 02:06:58,U649074,7357000,M027370,utilities,p2p,,,,VN,Hà Nội,1753,7,10113353,completed
TXN-2004501,2024-07-23 02:51:02,U854992,9202000,M003512,food and beverage,p2p,,,,VN,Bình Dương,1554,3,17341812,completed
TXN-2017518,2024-07-23 06:06:40,U790555,36000,M016326,E-Commerce,qr,,,,VN,Hà Nội,1152,7,27226,completed
TXN-2000418,2024-07-23 06:19:10,U738732,4162000,M016031,E Commerce,bill,,,,VN,Bình Dương,262,3,4134199,completed
TXN-2024527,2024-07-23 06:20:32,U864983,15975000,M003962,HEALTH,p2p,,,,VN,Thanh Hóa,545,2,9621251,completed
TXN-2002450,2024-07-23 06:30:21,U200869,14000,M017042,Travel,topup,,,,VN,Hồ Chí Minh,84,2,15000,completed
TXN-2015429,2024-07-23 07:04:28,U148284,10000,M020797,UTIL,qr,,,,VN,Khánh Hòa,314,4,15000,completed
TXN-2001696,2024-07-23 07:31:15,U776103,1600000,M001557,E-Commerce,p2p,,,,VN,Đồng Nai,116,1,1891514,completed
TXN-2002355,2024-07-23 08:24:22,U360780,133000,M013598,Entertainment,qr,,,,VN,Hà Nội,540,8,113730,completed
TXN-2007127,2024-07-23 09:31:19,U297228,702000,M012352,GROCERY,p2p,,,,VN,An Giang,700,2,948281,completed
TXN-2024700,2024-07-23 10:58:41,U555152,331000,M011361,grocery,qr,,,,VN,Hồ Chí Minh,748,1,191952,completed
TXN-2010166,2024-07-23 11:47:44,U505575,93000,M016151,E-Commerce,bill,,,,US,Bình Dương,441,6,71398,completed
TXN-2024312,2024-07-23 12:41:28,U446636,830000,M022463,mobile_topup,p2p,,,,VN,Hải Phòng,134,1,1085573,completed
TXN-2008729,2024-07-23 13:15:49,U972769,442000,M016528,mobile_topup,qr,,,,VN,Cần Thơ,479,3,805067,completed
TXN-2020810,2024-07-23 13:55:52,U152318,1921000,M002116,Food & Beverage,topup,,,,VN,Thanh Hóa,2322,1,2217417,completed
TXN-2010808,2024-07-23 23:18:45,U125723,64000,M025198,,bill,,,,VN,Hà Nội,432,3,54217,completed
TXN-2014457,2024-07-23 23:44:13,U327775,446000,M023315,TELCO,p2p,,,,VN,Cần Thơ,26,5,593221,completed
TXN-2001145,2024-07-24 00:21:43,U987940,33000,M024657,,qr,,,,VN,Hồ Chí Minh,2371,8,38270,completed
TXN-2020461,2024-07-24 00:37:08,U548458,124000,M018434,food_bev,qr,,,,VN,Hồ Chí Minh,1739,6,140511,completed
TXN-2013743,2024-07-24 02:52:32,U243172,2594000,M017111,Utilities,p2p,,,,VN,Hồ Chí Minh,416,6,4350355,completed
TXN-2012367,2024-07-24 03:39:33,U829901,2883000,M016687,Utilities,bill,,,,VN,Hồ Chí Minh,61,4,3469028,completed
TXN-2000792,2024-07-24 04:11:44,U253164,843000,M018863,,topup,,,,VN,Nghệ An,1977,7,1108530,completed
TXN-2009208,2024-07-24 04:25:38,U334220,780000,M009933,,bill,,,,VN,Bình Dương,281,1,1445418,completed
TXN-2023962,2024-07-24 04:34:47,U314353,144000,M000931,health,qr,,,,VN,Hồ Chí Minh,1179,4,136973,completed
TXN-2009723,2024-07-24 05:29:51,U987701,632000,M016116,GROCERY,qr,,,,VN,Đà Nẵng,1757,5,1115360,completed
TXN-2018276,2024-07-24 06:06:22,U206903,3550000,M010935,TRANSPORT,p2p,,,,VN,Hà Nội,1450,1,6695940,completed
TXN-2004899,2024-07-24 06:22:49,U335400,3833000,M022297,FOOD_BEV,p2p,,,,VN,Hồ Chí Minh,1364,5,2707199,completed
TXN-2006736,2024-07-24 06:33:07,U786285,7883000,M001845,transport,p2p,,,,VN,Hồ Chí Minh,1273,3,12448325,completed
TXN-2002178,2024-07-24 07:04:35,U766128,168000,M028815,groceries,qr,,,,VN,Nghệ An,1116,8,283530,completed
TXN-2011667,2024-07-24 07:27:09,U727458,280000,M019229,Telco,p2p,,,,VN,Bình Dương,1602,2,310961,completed
TXN-2010055,2024-07-24 08:05:27,U360780,19000,M018419,Health,qr,,,,VN,Thanh Hóa,1730,2,32364,completed
TXN-2010924,2024-07-24 08:55:41,U987701,334000,M026501,,qr,,,,VN,Thanh Hóa,1217,5,293073,completed
TXN-2011230,2024-07-24 09:24:54,U290530,424000,M026655,Grocery,qr,,,,VN,Hồ Chí Minh,87,1,315256,completed
